epoch,train_loss,val_loss
1,2.1789461851119993,
2,1.593192219734192,
3,1.5539704322814942,
4,1.4652812957763672,
5,1.4760162115097046,1.5867263078689575
6,1.4549967288970946,
7,1.4518072128295898,
8,1.4307098150253297,
9,1.4366260290145874,
10,1.4855993747711183,1.5850310921669006
11,1.4920448780059814,
12,1.4550395727157592,
13,1.4495242357254028,
14,1.4663976192474366,
15,1.4612672090530396,1.5284767746925354
16,1.4491117954254151,
17,1.4362926483154297,
18,1.437000846862793,
19,1.4414257764816285,
20,1.4644325494766235,1.5614818334579468
21,1.4433605909347533,
22,1.4496650457382203,
23,1.4418105602264404,
24,1.4397063493728637,
25,1.4395111799240112,1.5506226420402527
26,1.4313139200210572,
27,1.4663308143615723,
28,1.4395553827285767,
29,1.4417403221130372,
30,1.4423359394073487,1.5406654477119446
31,1.436305332183838,
32,1.4297547340393066,
33,1.438179087638855,
34,1.4505043745040893,
35,1.4417316436767578,1.5304237008094788
36,1.4393388986587525,
37,1.4348666191101074,
38,1.4328039646148683,
39,1.4826725721359253,
40,1.4464630126953124,1.5278404355049133
41,1.4521172761917114,
42,1.4365434169769287,
43,1.444432783126831,
44,1.4403257369995117,
45,1.4316992282867431,1.540119469165802
46,1.4390211820602417,
47,1.4478710412979126,
48,1.443584680557251,
49,1.4546784162521362,
50,1.4429645776748656,1.5467267036437988
51,1.454110860824585,
52,1.4405258893966675,
53,1.4363222599029541,
54,1.4650162220001222,
55,1.4459897041320802,1.5377960205078125
56,1.4326410293579102,
57,1.442874550819397,
58,1.4337868690490723,
59,1.4258371353149415,
60,1.4992702960968018,1.554291546344757
61,1.4453380107879639,
62,1.4395826816558839,
63,1.4416773796081543,
64,1.4283138036727905,
65,1.4530342817306519,1.5570005774497986
66,1.4382521390914917,
67,1.4414518833160401,
68,1.4294728994369508,
69,1.4409923791885375,
70,1.4359010457992554,1.533827304840088
71,1.4549355983734131,
72,1.4428619384765624,
73,1.4361186027526855,
74,1.4488027572631836,
75,1.4657834053039551,1.5432377457618713
