epoch,train_loss,val_loss
1,2.1443003177642823,
2,2.0672890663146974,
3,2.0685894012451174,
4,2.0507975816726685,
5,2.049975800514221,2.2315196990966797
6,2.043603301048279,
7,2.064852809906006,
8,2.048770880699158,
9,2.060632276535034,
10,2.056256818771362,2.2465862035751343
11,2.050967645645142,
12,2.048181915283203,
13,2.0700027704238892,
14,2.0446274280548096,
15,2.052078437805176,2.225826144218445
16,2.0619275331497193,
17,2.0494893312454225,
18,2.0457032680511475,
19,2.0619874238967895,
20,2.051342415809631,2.210882067680359
21,2.0436495304107667,
22,2.073705554008484,
23,2.050591230392456,
24,2.062196230888367,
25,2.043157935142517,2.235246181488037
26,2.0521257877349854,
27,2.058186435699463,
28,2.043482542037964,
29,2.0391639471054077,
30,2.0480956077575683,2.2443236112594604
31,2.049242043495178,
32,2.057231068611145,
33,2.047441005706787,
34,2.0469003438949587,
35,2.059976053237915,2.2553861141204834
36,2.0787945985794067,
37,2.064130735397339,
38,2.043475532531738,
39,2.0453823804855347,
40,2.0481651067733764,2.2324107885360718
41,2.055446457862854,
42,2.0390796184539797,
43,2.045330786705017,
44,2.067553424835205,
45,2.0485883235931395,2.2210227251052856
46,2.054862880706787,
47,2.0503656387329103,
48,2.06003794670105,
49,2.040700626373291,
50,2.05053596496582,2.241236925125122
51,2.053646278381348,
52,2.067434024810791,
53,2.044762396812439,
54,2.0574875354766844,
55,2.036888098716736,2.2208425998687744
56,2.0468539714813234,
57,2.045528697967529,
58,2.038227653503418,
59,2.0521130561828613,
60,2.057046365737915,2.234507203102112
61,2.0407999992370605,
62,2.0442004442214965,
63,2.0604283094406126,
64,2.047229218482971,
65,2.0587377548217773,2.2235900163650513
66,2.0440124750137327,
67,2.049730920791626,
68,2.0637479066848754,
69,2.0446550369262697,
70,2.046098494529724,2.2466204166412354
71,2.059229326248169,
72,2.0496129512786867,
73,2.052996873855591,
74,2.0486281633377077,
75,2.047273540496826,2.2256150245666504
