epoch,train_loss,val_loss
1,1.5644310235977172,
2,1.5078229665756226,
3,1.4123204231262207,
4,1.3830722093582153,
5,1.4425893783569337,1.6413432359695435
6,1.4194217443466186,
7,1.3995579957962037,
8,1.4043076992034913,
9,1.4083577871322632,
10,1.4030552625656127,1.6547784209251404
11,1.401064682006836,
12,1.4039821863174438,
13,1.3932573795318604,
14,1.396023726463318,
15,1.4068252563476562,1.6055191159248352
16,1.402065896987915,
17,1.388350820541382,
18,1.4150299787521363,
19,1.398392105102539,
20,1.4056029081344605,1.616192638874054
21,1.395690131187439,
22,1.4041613578796386,
23,1.4109418869018555,
24,1.4008841037750244,
25,1.3941448211669922,1.5942774415016174
26,1.3893337488174438,
27,1.3972722291946411,
28,1.3935510396957398,
29,1.395257329940796,
30,1.4010881185531616,1.6050471067428589
31,1.4021727561950683,
32,1.4082839488983154,
33,1.3988897800445557,
34,1.3975556135177611,
35,1.395446491241455,1.6115151047706604
36,1.3928235530853272,
37,1.3942268133163451,
38,1.3931400775909424,
39,1.3917670726776123,
40,1.416561245918274,1.627832293510437
41,1.3962865114212035,
42,1.400037407875061,
43,1.3972481966018677,
44,1.3953037500381469,
45,1.3960845708847045,1.6392754316329956
46,1.391093635559082,
47,1.3945350408554078,
48,1.408031177520752,
49,1.4013155221939086,
50,1.4021545886993407,1.6043825149536133
51,1.404811954498291,
52,1.3997544527053833,
53,1.3994877338409424,
54,1.3917961835861206,
55,1.3943894624710083,1.6142246723175049
56,1.4014873027801513,
57,1.3994144916534423,
58,1.4014958381652831,
59,1.3976654291152955,
60,1.4053792238235474,1.6508513689041138
61,1.4112107276916503,
62,1.4003449916839599,
63,1.3999304294586181,
64,1.4057289838790894,
65,1.4014407634735107,1.5947913527488708
66,1.3970781326293946,
67,1.3991003036499023,
68,1.3980836153030396,
69,1.3929258108139038,
70,1.3948960781097413,1.6209762692451477
71,1.3940210342407227,
72,1.3965660095214845,
73,1.3851383686065675,
74,1.3922847747802733,
75,1.3935352563858032,1.6166532039642334
