"asset","model","split_type","window_id","train_start","train_end","train_size","test_start","test_end","test_size","loglik","aic","bic","n_params","convergence"
"WMT","TGARCH_std","tscv",1,1,2934,2934,2935,2974,40,9165.19697512682,-18318.3939502536,-18282.4892185014,6,TRUE
"AMZN","sGARCH_std","tscv",1,1,2934,2934,2935,2974,40,7228.19851178609,-14446.3970235722,-14416.4764137787,5,TRUE
"AMZN","eGARCH_std","tscv",1,1,2934,2934,2935,2974,40,7138.17790375541,-14264.3558075108,-14228.4510757586,6,TRUE
"AMZN","gjrGARCH_std","tscv",1,1,2934,2934,2935,2974,40,7011.85666483284,-14011.7133296657,-13975.8085979135,6,TRUE
"AMZN","TGARCH_std","tscv",1,1,2934,2934,2935,2974,40,7284.23613556855,-14556.4722711371,-14520.5675393849,6,TRUE
"EURUSD","sGARCH_std","tscv",1,1,2934,2934,2935,2974,40,10869.3013349292,-21728.6026698585,-21698.682060065,5,TRUE
"EURUSD","eGARCH_std","tscv",1,1,2934,2934,2935,2974,40,10826.1485692858,-21640.2971385716,-21604.3924068193,6,TRUE
"EURUSD","gjrGARCH_std","tscv",1,1,2934,2934,2935,2974,40,10615.7142367279,-21219.4284734558,-21183.5237417036,6,TRUE
"EURUSD","TGARCH_std","tscv",1,1,2934,2934,2935,2974,40,10959.9028927965,-21907.805785593,-21871.9010538407,6,TRUE
"GBPUSD","sGARCH_std","tscv",1,1,2934,2934,2935,2974,40,11021.0394556234,-22032.0789112467,-22002.1583014532,5,TRUE
"GBPUSD","eGARCH_std","tscv",1,1,2934,2934,2935,2974,40,10893.6150122156,-21775.2300244312,-21739.325292679,6,TRUE
"GBPUSD","gjrGARCH_std","tscv",1,1,2934,2934,2935,2974,40,10967.0781238764,-21922.1562477529,-21886.2515160007,6,TRUE
"GBPUSD","TGARCH_std","tscv",1,1,2934,2934,2935,2974,40,11077.9263868875,-22143.852773775,-22107.9480420228,6,TRUE
"GBPCNY","sGARCH_std","tscv",1,1,2934,2934,2935,2974,40,10916.8459446997,-21823.6918893993,-21793.7712796058,5,TRUE
"GBPCNY","eGARCH_std","tscv",1,1,2934,2934,2935,2974,40,10861.1783434325,-21710.3566868651,-21674.4519551129,6,TRUE
"GBPCNY","gjrGARCH_std","tscv",1,1,2934,2934,2935,2974,40,11012.1083040196,-22012.2166080391,-21976.3118762869,6,TRUE
"GBPCNY","TGARCH_std","tscv",1,1,2934,2934,2935,2974,40,10953.878158781,-21895.756317562,-21859.8515858098,6,TRUE
"USDZAR","sGARCH_std","tscv",1,1,2934,2934,2935,2974,40,9161.98233155399,-18313.964663108,-18284.0440533145,5,TRUE
"USDZAR","eGARCH_std","tscv",1,1,2934,2934,2935,2974,40,9132.26200456054,-18252.5240091211,-18216.6192773689,6,TRUE
"USDZAR","gjrGARCH_std","tscv",1,1,2934,2934,2935,2974,40,8972.73977642934,-17933.4795528587,-17897.5748211065,6,TRUE
"USDZAR","TGARCH_std","tscv",1,1,2934,2934,2935,2974,40,9238.50028398695,-18465.0005679739,-18429.0958362217,6,TRUE
"GBPZAR","sGARCH_std","tscv",1,1,2934,2934,2935,2974,40,9427.42633334305,-18844.8526666861,-18814.9320568926,5,TRUE
"GBPZAR","eGARCH_std","tscv",1,1,2934,2934,2935,2974,40,9490.92991310267,-18969.8598262053,-18933.9550944531,6,TRUE
"GBPZAR","gjrGARCH_std","tscv",1,1,2934,2934,2935,2974,40,9228.7175553364,-18445.4351106728,-18409.5303789206,6,TRUE
"GBPZAR","TGARCH_std","tscv",1,1,2934,2934,2935,2974,40,9495.96516258049,-18979.930325161,-18944.0255934088,6,TRUE
"EURZAR","sGARCH_std","tscv",1,1,2934,2934,2935,2974,40,9508.69840531277,-19007.3968106255,-18977.476200832,5,TRUE
"EURZAR","eGARCH_std","tscv",1,1,2934,2934,2935,2974,40,9564.63243686578,-19117.2648737316,-19081.3601419793,6,TRUE
"EURZAR","gjrGARCH_std","tscv",1,1,2934,2934,2935,2974,40,9526.93195160081,-19041.8639032016,-19005.9591714494,6,TRUE
"EURZAR","TGARCH_std","tscv",1,1,2934,2934,2935,2974,40,9547.88242999181,-19083.7648599836,-19047.8601282314,6,TRUE
