"asset","model","split_type","window_id","train_start","train_end","train_size","test_start","test_end","test_size","loglik","aic","bic","n_params","convergence"
"NVDA","sGARCH_std","tscv",1,1,2934,2934,2935,2974,40,6608.94812345134,-13207.8962469027,-13177.9756371092,5,TRUE
"NVDA","eGARCH_std","tscv",1,1,2934,2934,2935,2974,40,6449.34209478161,-12886.6841895632,-12850.779457811,6,TRUE
"NVDA","gjrGARCH_std","tscv",1,1,2934,2934,2935,2974,40,6642.29433679725,-13272.5886735945,-13236.6839418423,6,TRUE
"NVDA","TGARCH_std","tscv",1,1,2934,2934,2935,2974,40,6656.77100619286,-13301.5420123857,-13265.6372806335,6,TRUE
"MSFT","sGARCH_std","tscv",1,1,2934,2934,2935,2974,40,8349.37936883806,-16688.7587376761,-16658.8381278826,5,TRUE
"MSFT","eGARCH_std","tscv",1,1,2934,2934,2935,2974,40,8235.61677252294,-16459.2335450459,-16423.3288132937,6,TRUE
"MSFT","gjrGARCH_std","tscv",1,1,2934,2934,2935,2974,40,8363.28367767167,-16714.5673553433,-16678.6626235911,6,TRUE
"MSFT","TGARCH_std","tscv",1,1,2934,2934,2935,2974,40,8383.85606739289,-16755.7121347858,-16719.8074030336,6,TRUE
"PG","sGARCH_std","tscv",1,1,2934,2934,2935,2974,40,9583.90584634064,-19157.8116926813,-19127.8910828878,5,TRUE
"PG","eGARCH_std","tscv",1,1,2934,2934,2935,2974,40,9486.26708452694,-18960.5341690539,-18924.6294373017,6,TRUE
"PG","gjrGARCH_std","tscv",1,1,2934,2934,2935,2974,40,9596.42645070209,-19180.8529014042,-19144.948169652,6,TRUE
"PG","TGARCH_std","tscv",1,1,2934,2934,2935,2974,40,9607.55315795517,-19203.1063159103,-19167.2015841581,6,TRUE
"CAT","sGARCH_std","tscv",1,1,2934,2934,2935,2974,40,7735.2963697728,-15460.5927395456,-15430.6721297521,5,TRUE
"CAT","eGARCH_std","tscv",1,1,2934,2934,2935,2974,40,7567.7468698861,-15123.4937397722,-15087.58900802,6,TRUE
"CAT","gjrGARCH_std","tscv",1,1,2934,2934,2935,2974,40,7765.26460600297,-15518.5292120059,-15482.6244802537,6,TRUE
"CAT","TGARCH_std","tscv",1,1,2934,2934,2935,2974,40,7796.17835188222,-15580.3567037644,-15544.4519720122,6,TRUE
"WMT","sGARCH_std","tscv",1,1,2934,2934,2935,2974,40,9122.85707480347,-18235.7141496069,-18205.7935398134,5,TRUE
"WMT","eGARCH_std","tscv",1,1,2934,2934,2935,2974,40,9081.12798567339,-18150.2559713468,-18114.3512395946,6,TRUE
"WMT","gjrGARCH_std","tscv",1,1,2934,2934,2935,2974,40,9103.68585106996,-18195.3717021399,-18159.4669703877,6,TRUE
