epoch,train_loss
1,2.167439341545105
2,1.6167447964350383
3,1.4826133648554485
4,1.4346359570821126
5,1.4353988369305928
6,1.4187752803166707
7,1.4216687083244324
8,1.4333764910697937
9,1.4278662204742432
10,1.422481119632721
11,1.4243972897529602
12,1.4224640528361003
13,1.424704372882843
14,1.4220873713493347
15,1.4287975629170735
16,1.425631821155548
17,1.4255653023719788
18,1.4315515160560608
19,1.4260240594546
20,1.418215771516164
21,1.4233120878537495
22,1.4225749174753826
23,1.4258265495300293
24,1.4269639054934184
25,1.4244173566500347
26,1.4223240613937378
27,1.4212977886199951
28,1.4273753762245178
29,1.4199827114741008
30,1.4290484984715779
31,1.42326815923055
32,1.4198559125264485
33,1.4231697122255962
34,1.4200091163317363
35,1.4261331756909688
36,1.4210393230120342
37,1.4254216154416401
38,1.4207732876141865
39,1.426483929157257
40,1.4292957385381062
41,1.42579847574234
42,1.4224890073140461
43,1.4310202399889629
44,1.4397822221120198
45,1.4195056358973186
46,1.4251484870910645
47,1.4316458702087402
48,1.4271299441655476
49,1.4222134550412495
50,1.4191410541534424
51,1.4285335540771484
52,1.4230541984240215
53,1.4216531713803608
54,1.4221354921658833
55,1.4203484654426575
56,1.4177354574203491
57,1.4237204988797505
58,1.4291812777519226
59,1.420678158601125
60,1.4199796517690022
61,1.4296643535296123
62,1.4214823643366497
63,1.4177019993464153
64,1.4245899518330891
65,1.432980716228485
66,1.4198899467786152
67,1.4261281887690227
68,1.4297839800516765
69,1.4213503797849019
70,1.424241562684377
71,1.4233943025271099
72,1.423673152923584
73,1.426033894220988
74,1.424936572710673
75,1.420354962348938
