epoch,train_loss,val_loss
1,1.9220678618079738,
2,1.8288000069166486,
3,1.8176569436725818,
4,1.8145109603279514,
5,1.813719718079818,1.8469927787780762
6,1.8096453327881663,
7,1.8138445239318044,
8,1.8099913722590397,
9,1.8087098723963688,
10,1.8099990267502635,1.866704034805298
11,1.8103112296054238,
12,1.815560968298661,
13,1.814074296700327,
14,1.8097773790359497,
15,1.8083795434550236,1.838023018836975
16,1.8074168594259965,
17,1.814846590945595,
18,1.8227997139880532,
19,1.8171001296294362,
20,1.8129133299777382,1.844541645050049
21,1.811438798904419,
22,1.8123539372494346,
23,1.806272964728506,
24,1.8089968656238757,
25,1.8075959870689793,1.8465594053268433
26,1.8162900836844194,
27,1.8165645160173114,
28,1.823258638381958,
29,1.8285696506500244,
30,1.8125551625301963,1.8402705907821655
31,1.8116142812528109,
32,1.8099157057310407,
33,1.8126874095515202,
34,1.8110857825530202,
35,1.8190398467214484,1.8393033504486085
36,1.8144744634628296,
37,1.8111239232515033,
38,1.8091366981205188,
39,1.8090616464614868,
40,1.8126091455158435,1.8389794111251831
41,1.8102164833169234,
42,1.811262375430057,
43,1.812570377400047,
44,1.8107936194068508,
45,1.8074175119400024,1.8398138523101806
46,1.80983861496574,
47,1.81181674254568,
48,1.8142690093893754,
49,1.8061571748633134,
50,1.8154480394564176,1.8429448843002318
51,1.815399734597457,
52,1.8170272237376164,
53,1.8097507388968217,
54,1.8163043386057804,
55,1.812842563578957,1.8504559516906738
56,1.811192707011574,
57,1.8113642429050647,
58,1.8102759813007556,
59,1.8159323742515163,
60,1.816175379251179,1.844853401184082
61,1.8146893915377165,
62,1.8186253685700267,
63,1.8102096632907265,
64,1.8148630104566876,
65,1.8076896102804887,1.8390959739685058
66,1.812532299443295,
67,1.8088141679763794,
68,1.8182317269475836,
69,1.8083561721600985,
70,1.8109112476047717,1.837903046607971
71,1.8079382243909334,
72,1.8058607139085467,
73,1.8123458561144377,
74,1.8131639706461053,
75,1.812935000971744,1.840462589263916
