"asset","model","split_type","window_id","train_start","train_end","train_size","test_start","test_end","test_size","loglik","aic","bic","n_params","convergence"
"WMT","TGARCH_std","tscv",5,901,3834,2934,3835,3874,40,9354.52304518809,-18697.0460903762,-18661.141358624,6,TRUE
"AMZN","sGARCH_std","tscv",5,901,3834,2934,3835,3874,40,7615.16619857065,-15220.3323971413,-15190.4117873478,5,TRUE
"AMZN","eGARCH_std","tscv",5,901,3834,2934,3835,3874,40,7569.74470528292,-15127.4894105658,-15091.5846788136,6,TRUE
"AMZN","gjrGARCH_std","tscv",5,901,3834,2934,3835,3874,40,7412.23346635805,-14812.4669327161,-14776.5622009639,6,TRUE
"AMZN","TGARCH_std","tscv",5,901,3834,2934,3835,3874,40,7659.91090869908,-15307.8218173982,-15271.9170856459,6,TRUE
"EURUSD","sGARCH_std","tscv",5,901,3834,2934,3835,3874,40,11234.9081644659,-22459.8163289318,-22429.8957191383,5,TRUE
"EURUSD","eGARCH_std","tscv",5,901,3834,2934,3835,3874,40,11165.8635807908,-22319.7271615815,-22283.8224298293,6,TRUE
"EURUSD","gjrGARCH_std","tscv",5,901,3834,2934,3835,3874,40,10917.2635336628,-21822.5270673255,-21786.6223355733,6,TRUE
"EURUSD","TGARCH_std","tscv",5,901,3834,2934,3835,3874,40,11286.8169781547,-22561.6339563095,-22525.7292245572,6,TRUE
"GBPUSD","sGARCH_std","tscv",5,901,3834,2934,3835,3874,40,11078.5653137438,-22147.1306274877,-22117.2100176942,5,TRUE
"GBPUSD","eGARCH_std","tscv",5,901,3834,2934,3835,3874,40,11027.4822086125,-22042.964417225,-22007.0596854728,6,TRUE
"GBPUSD","gjrGARCH_std","tscv",5,901,3834,2934,3835,3874,40,10859.3585820732,-21706.7171641464,-21670.8124323942,6,TRUE
"GBPUSD","TGARCH_std","tscv",5,901,3834,2934,3835,3874,40,11143.91421672,-22275.82843344,-22239.9237016878,6,TRUE
"GBPCNY","sGARCH_std","tscv",5,901,3834,2934,3835,3874,40,11075.2049224955,-22140.409844991,-22110.4892351975,5,TRUE
"GBPCNY","eGARCH_std","tscv",5,901,3834,2934,3835,3874,40,10929.988795534,-21847.977591068,-21812.0728593158,6,TRUE
"GBPCNY","gjrGARCH_std","tscv",5,901,3834,2934,3835,3874,40,10852.4227162871,-21692.8454325742,-21656.940700822,6,TRUE
"GBPCNY","TGARCH_std","tscv",5,901,3834,2934,3835,3874,40,11163.9639432169,-22315.9278864339,-22280.0231546817,6,TRUE
"USDZAR","sGARCH_std","tscv",5,901,3834,2934,3835,3874,40,9315.53937663775,-18621.0787532755,-18591.158143482,5,TRUE
"USDZAR","eGARCH_std","tscv",5,901,3834,2934,3835,3874,40,9332.3934689974,-18652.7869379948,-18616.8822062426,6,TRUE
"USDZAR","gjrGARCH_std","tscv",5,901,3834,2934,3835,3874,40,9377.34726025458,-18742.6945205092,-18706.7897887569,6,TRUE
"USDZAR","TGARCH_std","tscv",5,901,3834,2934,3835,3874,40,9395.32085382015,-18778.6417076403,-18742.7369758881,6,TRUE
"GBPZAR","sGARCH_std","tscv",5,901,3834,2934,3835,3874,40,9583.50406520366,-19157.0081304073,-19127.0875206138,5,TRUE
"GBPZAR","eGARCH_std","tscv",5,901,3834,2934,3835,3874,40,9600.07960201287,-19188.1592040257,-19152.2544722735,6,TRUE
"GBPZAR","gjrGARCH_std","tscv",5,901,3834,2934,3835,3874,40,9647.97828141803,-19283.9565628361,-19248.0518310838,6,TRUE
"GBPZAR","TGARCH_std","tscv",5,901,3834,2934,3835,3874,40,9615.48355615735,-19218.9671123147,-19183.0623805625,6,TRUE
"EURZAR","sGARCH_std","tscv",5,901,3834,2934,3835,3874,40,9668.43304122228,-19326.8660824446,-19296.945472651,5,TRUE
"EURZAR","eGARCH_std","tscv",5,901,3834,2934,3835,3874,40,9675.71866611966,-19339.4373322393,-19303.5326004871,6,TRUE
"EURZAR","gjrGARCH_std","tscv",5,901,3834,2934,3835,3874,40,9685.02201951755,-19358.0440390351,-19322.1393072829,6,TRUE
"EURZAR","TGARCH_std","tscv",5,901,3834,2934,3835,3874,40,9728.60744466004,-19445.2148893201,-19409.3101575679,6,TRUE
