"asset","model","split_type","window_id","train_start","train_end","train_size","test_start","test_end","test_size","loglik","aic","bic","n_params","convergence"
"NVDA","sGARCH_std","tscv",5,901,3834,2934,3835,3874,40,6827.65968896319,-13645.3193779264,-13615.3987681329,5,TRUE
"NVDA","eGARCH_std","tscv",5,901,3834,2934,3835,3874,40,6739.71156831757,-13467.4231366351,-13431.5184048829,6,TRUE
"NVDA","gjrGARCH_std","tscv",5,901,3834,2934,3835,3874,40,6848.1562734163,-13684.3125468326,-13648.4078150804,6,TRUE
"NVDA","TGARCH_std","tscv",5,901,3834,2934,3835,3874,40,6862.04526327147,-13712.0905265429,-13676.1857947907,6,TRUE
"MSFT","sGARCH_std","tscv",5,901,3834,2934,3835,3874,40,8387.36079539631,-16764.7215907926,-16734.8009809991,5,TRUE
"MSFT","eGARCH_std","tscv",5,901,3834,2934,3835,3874,40,8320.6458418176,-16629.2916836352,-16593.386951883,6,TRUE
"MSFT","gjrGARCH_std","tscv",5,901,3834,2934,3835,3874,40,8407.21055856368,-16802.4211171274,-16766.5163853751,6,TRUE
"MSFT","TGARCH_std","tscv",5,901,3834,2934,3835,3874,40,8376.44236589297,-16740.8847317859,-16704.9800000337,6,TRUE
"PG","sGARCH_std","tscv",5,901,3834,2934,3835,3874,40,9584.19440562879,-19158.3888112576,-19128.4682014641,5,TRUE
"PG","eGARCH_std","tscv",5,901,3834,2934,3835,3874,40,9511.21273952873,-19010.4254790575,-18974.5207473052,6,TRUE
"PG","gjrGARCH_std","tscv",5,901,3834,2934,3835,3874,40,9563.37879437462,-19114.7575887492,-19078.852856997,6,TRUE
"PG","TGARCH_std","tscv",5,901,3834,2934,3835,3874,40,9600.89501673855,-19189.7900334771,-19153.8853017249,6,TRUE
"CAT","sGARCH_std","tscv",5,901,3834,2934,3835,3874,40,7777.89239098461,-15545.7847819692,-15515.8641721757,5,TRUE
"CAT","eGARCH_std","tscv",5,901,3834,2934,3835,3874,40,7667.1811936223,-15322.3623872446,-15286.4576554924,6,TRUE
"CAT","gjrGARCH_std","tscv",5,901,3834,2934,3835,3874,40,7807.17508300124,-15602.3501660025,-15566.4454342503,6,TRUE
"CAT","TGARCH_std","tscv",5,901,3834,2934,3835,3874,40,7823.75987942304,-15635.5197588461,-15599.6150270939,6,TRUE
"WMT","sGARCH_std","tscv",5,901,3834,2934,3835,3874,40,9341.53506653618,-18673.0701330724,-18643.1495232789,5,TRUE
"WMT","eGARCH_std","tscv",5,901,3834,2934,3835,3874,40,9307.96608058264,-18603.9321611653,-18568.0274294131,6,TRUE
"WMT","gjrGARCH_std","tscv",5,901,3834,2934,3835,3874,40,9350.96045081005,-18689.9209016201,-18654.0161698679,6,TRUE
