epoch,train_loss
1,2.2710944215456643
2,1.6581928133964539
3,1.524433712164561
4,1.460365891456604
5,1.4462584257125854
6,1.431388020515442
7,1.4440459807713826
8,1.449318766593933
9,1.4263966878255208
10,1.4261942903200786
11,1.4287111361821492
12,1.4238260388374329
13,1.4281951983769734
14,1.4323299328486125
15,1.4298586050669353
16,1.429185926914215
17,1.4288254976272583
18,1.4301671584447224
19,1.4338741103808086
20,1.4215373396873474
21,1.423760215441386
22,1.4239065051078796
23,1.4245797594388325
24,1.4223421216011047
25,1.4298657774925232
26,1.4231404066085815
27,1.4203765988349915
28,1.423221488793691
29,1.425527294476827
30,1.4212404092152913
31,1.4224464694658916
32,1.420968274275462
33,1.4244622786839802
34,1.4304637511571248
35,1.4211954871813457
36,1.430307666460673
37,1.420309046904246
38,1.4207709829012554
39,1.4232444365819295
40,1.4236079851786296
41,1.4358566800753276
42,1.4211316506067913
43,1.4245931506156921
44,1.4269741773605347
45,1.4306371609369914
46,1.4254064361254375
47,1.430667519569397
48,1.4261226852734883
49,1.43476136525472
50,1.430196503798167
51,1.4178175926208496
52,1.4241149425506592
53,1.4195202191670735
54,1.425160825252533
55,1.4233975211779277
56,1.4247398773829143
57,1.4252994259198506
58,1.4218497673670452
59,1.4209545652071636
60,1.4249969919522603
61,1.4259171684583027
62,1.4302661816279094
63,1.419660170873006
64,1.4201781153678894
65,1.422531525293986
66,1.423374354839325
67,1.4253254731496174
68,1.4243575533231099
69,1.4234928488731384
70,1.4252210060755413
71,1.4273635149002075
72,1.4215778311093648
73,1.4239471157391865
74,1.4272618492444356
75,1.4237828056017559
