"Scenario_Name","Model","N","NF_GARCH_MSE","Standard_GARCH_MSE","NF_GARCH_MAE","Standard_GARCH_MAE","MSE_Improvement_Pct"
"COVID_2020","TGARCH",6,0.00119438462163363,0.00119458865439074,0.0216292699703914,0.0216192883950589,0.0043232790281869
"COVID_2020","eGARCH",4,2.04068095915966e+62,1.72347176483064e+62,1.07374442749406e+30,8.54566934855212e+29,-347.999551434823
"COVID_2020","gjrGARCH",6,0.00119687559853821,0.00119964779467855,0.0216743181175659,0.0217192722432414,0.280699383754543
"COVID_2020","sGARCH",6,0.00119426830507788,0.00119492420734497,0.0216615652724055,0.0216710561742546,0.167347775489478
"GFC_2008","TGARCH",6,0.00147367991211808,0.00147377279850152,0.0263190190569418,0.0263178871191968,0.0111663216390704
"GFC_2008","gjrGARCH",6,0.00146785114231172,0.00147077944151031,0.026218523367746,0.0262429148289917,0.193507005688194
"GFC_2008","sGARCH",6,0.00146848151570725,0.00146917557330902,0.0262221499050748,0.0262409009227118,0.0703911481313602
