"Model","Mean_KS","Median_KS","Mean_Wasserstein","Median_Wasserstein","Mean_Tail_Index","Mean_Skewness","Mean_Kurtosis"
"TGARCH",0.0935361591099296,0.0934869295525033,0.213489107426204,0.212288516372526,2.58999603468252,0.424905513461855,27.86455188624
"eGARCH",0.269384138236597,0.310146211785556,0.501840167838596,0.602427639066635,2.07579064687596,-1.41834597281029,143.734686203046
"gjrGARCH",0.0740166395904101,0.0574508935164673,0.148723875921153,0.14132230182437,3.10641976520624,0.199479356321753,13.0226291819273
"sGARCH",0.0731551223354502,0.0733274257864422,0.159345770792143,0.157978124689734,2.9745989682857,0.458159895126448,15.5205376588335
