"Asset_Class","Source","n_assets","mean_MSE","median_MSE","mean_MAE","median_MAE","mean_AIC","median_AIC"
"Equity","NF_GARCH",3,0.00323211218233967,0.000499332857659875,0.0270812965002393,0.0158667054091025,-12501.926941861,-13272.5886735945
"Equity","Standard",3,4.86077125061657e+137,3.51076521992263,1.6692064204806e+67,0.411565100315132,-12501.926941861,-13272.5886735945
"FX","NF_GARCH",3,5.15696837151099e-05,3.4343594768797e-05,0.00515505114745629,0.00431355338449069,-19664.7423855131,-20242.3539394943
"FX","Standard",3,5.01514667358122e+26,0.13202578770666,1532873946776.21,0.135543860456709,-19664.7423855131,-20242.3539394943
