"Model","Mean_KS","Median_KS","Mean_Wasserstein","Median_Wasserstein","Mean_Tail_Index_Std","Mean_Tail_Index_NF","Mean_Skewness_Std","Mean_Skewness_NF","Mean_Kurtosis_Std","Mean_Kurtosis_NF"
"TGARCH",0.10196546239491,0.0988411724608043,0.226190402691198,0.220930888573862,2.51104911708801,4.77572472588758,0.944329626654753,0.00191753113233428,35.9771760166897,2.98016912882935
"eGARCH",0.21881390593047,0.21881390593047,0.443130868451156,0.443130868451156,1.81938776247825,4.21162033401094,5.85906588350682,0.00435914338317816,117.381599407465,3.27901162255057
"gjrGARCH",0.0629970461258805,0.0584526244035447,0.145139919567114,0.147815698533014,3.08161074532661,4.81404063900801,0.47032255995993,0.006596503119217,16.0434173372962,2.98706034051907
"sGARCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
