"Asset_Class","Mean_Volatility_Clustering","Mean_Leverage_Effect","Mean_Gain_Loss_Asymmetry","Mean_Skewness"
"Equity",1.81708516810632,0.0261299191015977,0.974976454798556,0.0125342051931825
"FX",2.17414894164547,-0.007940466587014,0.987083418908054,-0.167930580007613
