"Asset_Class","Source","n_assets","mean_MSE","median_MSE","mean_MAE","median_MAE","mean_AIC","median_AIC"
"Equity","NF_GARCH",3,0.000786443888054012,0.000747488381545123,0.0192861035473089,0.0192524366233324,-20830.9408935807,-21048.5697816639
"Equity","Standard",3,6.65327515839989,0.00124899041651523,0.176305690514384,0.0232603534794983,-16247.1220832456,-21048.5697816639
"FX","NF_GARCH",3,7.99538304219252e-05,5.15884566718829e-05,0.00636123562040069,0.00528514432041726,-30840.5321645848,-31509.8437710212
"FX","Standard",3,4.54283345482919e-05,3.3297307957778e-05,0.00510518799494098,0.00451548259175802,-31388.1151565577,-32326.2491294199
