epoch,train_loss
1,1.8837020993232727
2,1.5475350817044575
3,1.4835515817006428
4,1.491681158542633
5,1.4742337862650554
6,1.4622713128725688
7,1.4817831913630168
8,1.4811391830444336
9,1.4791155656178792
10,1.4737313389778137
11,1.492020885149638
12,1.4773560365041096
13,1.4683052102724712
14,1.4837121764818828
15,1.4644096493721008
16,1.4708345929781597
17,1.4771109620730083
18,1.4798961281776428
19,1.465855062007904
20,1.4706194003423054
21,1.469174047311147
22,1.4840479890505474
23,1.4717293779055278
24,1.4765279491742451
25,1.475790758927663
26,1.4743383526802063
27,1.4620535175005596
28,1.4682811896006267
29,1.4737379550933838
30,1.4785022536913555
31,1.4680919249852498
32,1.4704481363296509
33,1.4677392443021138
34,1.4649205009142559
35,1.4753599762916565
36,1.4726722836494446
37,1.468208869298299
38,1.4810511271158855
39,1.4757875005404155
40,1.4802613258361816
41,1.4718158046404521
42,1.4707332849502563
43,1.4630364576975505
44,1.4670786062876384
45,1.484210729598999
46,1.471951146920522
47,1.470150351524353
48,1.474360744158427
49,1.4742834369341533
50,1.4650080005327861
51,1.4620817104975383
52,1.4718744158744812
53,1.477608362833659
54,1.4689496954282124
55,1.4700467983881633
56,1.4744093616803486
57,1.4706247250239055
58,1.4704567790031433
59,1.469314972559611
60,1.4696235458056133
61,1.4648382266362507
62,1.4754554430643718
63,1.4702337781588237
64,1.4636752009391785
65,1.466507911682129
66,1.471750795841217
67,1.4746251702308655
68,1.4661102890968323
69,1.4976028800010681
70,1.4706343412399292
71,1.4666361610094707
72,1.4673391779263814
73,1.4672771493593852
74,1.4610265294710796
75,1.4662707646687825
