epoch,train_loss
1,2.1530031164487204
2,1.967416246732076
3,1.5811847845713298
4,1.470914363861084
5,1.4562174677848816
6,1.430149793624878
7,1.4322269360224407
8,1.4232665697733562
9,1.41941503683726
10,1.4222951928774517
11,1.4486690362294514
12,1.4246535698572795
13,1.4185740947723389
14,1.429330845673879
15,1.418117105960846
16,1.417194426059723
17,1.4154708782831829
18,1.4297826290130615
19,1.4241108298301697
20,1.4393102924029033
21,1.4217872222264607
22,1.4234568277994792
23,1.4304487506548564
24,1.4217283725738525
25,1.4170360565185547
26,1.4218985835711162
27,1.4209235310554504
28,1.4150405923525493
29,1.4145546555519104
30,1.4182723959287007
31,1.4269524614016216
32,1.4182859063148499
33,1.4185019135475159
34,1.4148607452710469
35,1.4236966371536255
36,1.4216851790746052
37,1.4128924210866292
38,1.412809173266093
39,1.4201263984044392
40,1.4243292609850566
41,1.4207921425501506
42,1.4198407928148906
43,1.4111191829045613
44,1.4186777472496033
45,1.4134105046590169
46,1.4132399956385295
47,1.4170135060946147
48,1.418283760547638
49,1.43401833375295
50,1.4166425863901775
51,1.4188329180081685
52,1.4108720819155376
53,1.4178645014762878
54,1.4144004185994465
55,1.4119016130765278
56,1.4168317516644795
57,1.4425888061523438
58,1.422769546508789
59,1.4307000438372295
60,1.4136465390523274
61,1.420094907283783
62,1.4308131734530132
63,1.4235461552937825
64,1.416974941889445
65,1.416621486345927
66,1.4198797345161438
67,1.4207982420921326
68,1.4165863990783691
69,1.419160525004069
70,1.4145458738009136
71,1.4191093643506367
72,1.4125624299049377
73,1.4153679410616558
74,1.4161069790522258
75,1.4123250643412273
