epoch,train_loss,val_loss
1,1.4140230417251587,
2,1.3865587711334229,
3,1.3691160917282104,
4,1.3559757232666017,
5,1.3370654821395873,1.3031356930732727
6,1.3254653692245484,
7,1.3204384565353393,
8,1.312924575805664,
9,1.3127717971801758,
10,1.3364511013031006,1.2770603895187378
11,1.3120075464248657,
12,1.3116115093231202,
13,1.3255479097366334,
14,1.3168660402297974,
15,1.3082088232040405,1.2798006534576416
16,1.316539454460144,
17,1.3168273210525512,
18,1.3088141202926635,
19,1.3138848781585692,
20,1.3173237562179565,1.2915352582931519
21,1.3091844320297241,
22,1.3155162334442139,
23,1.3086400985717774,
24,1.31349515914917,
25,1.3341694593429565,1.280632495880127
26,1.319505262374878,
27,1.310367512702942,
28,1.3122913360595703,
29,1.3147842645645142,
30,1.326023244857788,1.2824773788452148
31,1.32315092086792,
32,1.3206276416778564,
33,1.3087674140930177,
34,1.3160997867584228,
35,1.3121914625167848,1.2755937576293945
36,1.309953784942627,
37,1.3112456560134889,
38,1.306311273574829,
39,1.3176534175872803,
40,1.3271141290664672,1.2804911732673645
41,1.308704686164856,
42,1.3095939874649047,
43,1.3167861938476562,
44,1.3070048093795776,
45,1.3151352882385254,1.2784044742584229
46,1.319573736190796,
47,1.3160246372222901,
48,1.307380199432373,
49,1.3103497505187989,
50,1.3112542867660522,1.2790563702583313
51,1.3238763093948365,
52,1.3123334407806397,
53,1.3091643095016479,
54,1.3034024715423584,
55,1.3059797286987305,1.2787708640098572
56,1.3068172693252564,
57,1.3318310737609864,
58,1.3096686124801635,
59,1.320088529586792,
60,1.322058081626892,1.2757179141044617
61,1.3109017133712768,
62,1.3277174234390259,
63,1.310209822654724,
64,1.3138956308364869,
65,1.3104317426681518,1.27851802110672
66,1.3070567846298218,
67,1.3149898052215576,
68,1.3116048097610473,
69,1.309684419631958,
70,1.3230562925338745,1.2806836366653442
71,1.3070061922073364,
72,1.3130259752273559,
73,1.3084129095077515,
74,1.3078892469406127,
75,1.3111162900924682,1.278606116771698
