epoch,train_loss
1,1.862264891465505
2,1.4735367894172668
3,1.448420246442159
4,1.4365322589874268
5,1.4397182663281758
6,1.4359561800956726
7,1.4262893001238506
8,1.4234661261240642
9,1.437643567721049
10,1.429392675558726
11,1.432318349679311
12,1.4381915926933289
13,1.4287426869074504
14,1.4311853448549907
15,1.4333177010218303
16,1.4284464120864868
17,1.4306976199150085
18,1.4351922472318013
19,1.431796173254649
20,1.439882477124532
21,1.4411911765734355
22,1.4304463466008503
23,1.4273714224497478
24,1.433606227238973
25,1.4304039080937703
26,1.428024689356486
27,1.4304614067077637
28,1.4348612427711487
29,1.4346363544464111
30,1.4363423983256023
31,1.4245068629582722
32,1.4274301727612813
33,1.4352670311927795
34,1.429244339466095
35,1.4304627974828084
36,1.4383440216382344
37,1.4263518651326497
38,1.422703226407369
39,1.4375481804211934
40,1.4307015140851338
41,1.4302251140276592
42,1.4302428762118022
43,1.4271887342135112
44,1.4320673545201619
45,1.4287330508232117
46,1.4307064414024353
47,1.4359885652860005
48,1.4289764563242595
49,1.4258443315823872
50,1.4342703819274902
51,1.436619222164154
52,1.430083950360616
53,1.4307225147883098
54,1.4398536682128906
55,1.4291362166404724
56,1.4310178955396016
57,1.4309639533360798
58,1.433455506960551
59,1.4322733879089355
60,1.4343690276145935
61,1.4437602361043294
62,1.4293279647827148
63,1.4283847014109294
64,1.4299038251241047
65,1.4255621631940205
66,1.4327641526858013
67,1.4272684653600056
68,1.4332483609517415
69,1.431742250919342
70,1.4363716046015422
71,1.4337786237398784
72,1.4325607617696126
73,1.4378642439842224
74,1.433965226014455
75,1.4291516939798992
