epoch,train_loss,val_loss
1,1.9708721399307252,
2,1.576727604866028,
3,1.426222014427185,
4,1.4471185207366943,
5,1.414207887649536,1.0936596989631653
6,1.4193447351455688,
7,1.4072562456130981,
8,1.4131596326828002,
9,1.4068339824676515,
10,1.3950867414474488,1.1874967813491821
11,1.3857839822769165,
12,1.4014639139175415,
13,1.4061964273452758,
14,1.390679383277893,
15,1.392688226699829,1.1334808468818665
16,1.411924457550049,
17,1.3988569974899292,
18,1.3917588233947753,
19,1.4036473989486695,
20,1.4094292402267456,1.1622921228408813
21,1.3974265098571776,
22,1.3852433443069458,
23,1.3977659225463868,
24,1.3954200267791748,
25,1.3834580898284912,1.1616037487983704
26,1.3921345233917237,
27,1.3939236640930175,
28,1.3994190454483033,
29,1.4175654649734497,
30,1.3999646425247192,1.1823117136955261
31,1.3973115921020507,
32,1.3880762100219726,
33,1.3878758430480957,
34,1.3816739320755005,
35,1.3810438871383668,1.1683730483055115
36,1.42740478515625,
37,1.3930313110351562,
38,1.402922797203064,
39,1.3885466575622558,
40,1.4027804374694823,1.1531484723091125
41,1.3883683681488037,
42,1.396964430809021,
43,1.3911647081375123,
44,1.3880221605300904,
45,1.3816940069198609,1.1907552480697632
46,1.391738224029541,
47,1.4042474031448364,
48,1.4029224157333373,
49,1.4107799053192138,
50,1.4159100770950317,1.1441953778266907
51,1.4062383413314818,
52,1.3871567487716674,
53,1.3791566848754884,
54,1.387356662750244,
55,1.398707342147827,1.1550287008285522
56,1.3982625246047973,
57,1.399001169204712,
58,1.388576078414917,
59,1.3981884717941284,
60,1.3840110301971436,1.16631418466568
61,1.388521933555603,
62,1.392865037918091,
63,1.3877160549163818,
64,1.3867934703826905,
65,1.3962934255599975,1.1534880995750427
66,1.3967113733291625,
67,1.4088808059692384,
68,1.3905439853668213,
69,1.4059404611587525,
70,1.392882513999939,1.1903021335601807
71,1.3925406455993652,
72,1.4140875816345215,
73,1.39318106174469,
74,1.3942403554916383,
75,1.3927336931228638,1.1647053956985474
