epoch,train_loss,val_loss
1,2.0659203152907524,
2,2.036136922083403,
3,2.082345680186623,
4,2.0395856844751457,
5,2.0357448741009363,2.0565678596496584
6,2.0363445909399736,
7,2.0333301644576225,
8,2.0363448544552454,
9,2.0353164296401176,
10,2.0414343444924605,2.054691934585571
11,2.0431842678471615,
12,2.0407445869947733,
13,2.036840457665293,
14,2.026851070554633,
15,2.0471211169895374,2.058183026313782
16,2.052293714724089,
17,2.033507516509608,
18,2.0312623538469015,
19,2.0463138567773917,
20,2.039973265246341,2.0747899532318117
21,2.061437782488371,
22,2.044198833013836,
23,2.0514433760392037,
24,2.045071614416022,
25,2.0412646532058716,2.093297839164734
26,2.046432294343647,
27,2.0450416866101717,
28,2.049573691267716,
29,2.03636624311146,
30,2.03153091355374,2.057600665092468
31,2.0260390858901176,
32,2.041491721805773,
33,2.04146334999486,
34,2.0435369642157304,
35,2.0647659615466467,2.060477113723755
36,2.0433944150021204,
37,2.03389300798115,
38,2.0310745301999544,
39,2.0343505144119263,
40,2.043010435606304,2.0582481145858766
41,2.044298899801154,
42,2.043526618104232,
43,2.031775625128495,
44,2.0504944199009945,
45,2.0428876312155473,2.0620383262634276
46,2.0496995637291358,
47,2.0399417877197266,
48,2.0441477110511377,
49,2.0375662602876363,
50,2.0406329004388106,2.065908360481262
51,2.0411140793248226,
52,2.038797296975788,
53,2.057359557402761,
54,2.038373533048128,
55,2.0351063326785437,2.0546003580093384
56,2.0506407398926583,
57,2.0332933099646318,
58,2.0334408095008447,
59,2.033251404762268,
60,2.0408674478530884,2.0547895669937133
61,2.036856965014809,
62,2.04069805772681,
63,2.041823104808205,
64,2.032286844755474,
65,2.032716914227134,2.055353784561157
66,2.0403568242725574,
67,2.0312091488587227,
68,2.0400073277322868,
69,2.0346213830144784,
70,2.0372981523212634,2.071307420730591
71,2.0403557262922587,
72,2.0446645711597644,
73,2.032998988502904,
74,2.0408207115374113,
75,2.03459318060624,2.0672024965286253
