epoch,train_loss
1,2.5221781730651855
2,1.5846158663431804
3,1.5178984602292378
4,1.478283127148946
5,1.4449923038482666
6,1.4388353029886882
7,1.4299744764963787
8,1.441209355990092
9,1.44064062833786
10,1.4494733214378357
11,1.44743545850118
12,1.4349437554677327
13,1.4304778973261516
14,1.4456888635953267
15,1.4401373465855916
16,1.4441003203392029
17,1.4334884484608967
18,1.4410477081934612
19,1.4498225053151448
20,1.4361217220624287
21,1.4482441544532776
22,1.439634641011556
23,1.4353166818618774
24,1.4462257424990337
25,1.4442878166834514
26,1.4440102179845173
27,1.4459142088890076
28,1.443891982237498
29,1.437150478363037
30,1.429889400800069
31,1.4379869500796
32,1.4374817609786987
33,1.4386200308799744
34,1.4330055117607117
35,1.436704655488332
36,1.4416282574335735
37,1.4336082935333252
38,1.4646757245063782
39,1.4556814034779866
40,1.4464097619056702
41,1.4407469431559246
42,1.4392629067103069
43,1.4390162428220112
44,1.441693087418874
45,1.4386671582857768
46,1.4371139804522197
47,1.4390243291854858
48,1.4382079044977825
49,1.434500018755595
50,1.435403327147166
51,1.4352378050486247
52,1.4381591478983562
53,1.4343065818150837
54,1.4353915850321453
55,1.4361261129379272
56,1.4428912003835042
57,1.4334874153137207
58,1.4302488764127095
59,1.4405570427576702
60,1.4326657851537068
61,1.437980870405833
62,1.4462916453679402
63,1.4386609395345051
64,1.4354426463445027
65,1.4355379541714985
66,1.4333486755688984
67,1.4370681246121724
68,1.4367787837982178
69,1.4422120650609334
70,1.4352709849675496
71,1.4382397731145222
72,1.4339006145795186
73,1.4377877910931904
74,1.4401339292526245
75,1.4486474593480427
