"asset","model","split_type","window_id","train_start","train_end","train_size","test_start","test_end","test_size","loglik","aic","bic","n_params","convergence"
"NVDA","sGARCH_std","tscv",6,1126,4059,2934,4060,4099,40,6736.93098890117,-13463.8619778023,-13433.9413680088,5,TRUE
"NVDA","eGARCH_std","tscv",6,1126,4059,2934,4060,4099,40,6608.18588562817,-13204.3717712563,-13168.4670395041,6,TRUE
"NVDA","gjrGARCH_std","tscv",6,1126,4059,2934,4060,4099,40,6761.71274931267,-13511.4254986253,-13475.5207668731,6,TRUE
"NVDA","TGARCH_std","tscv",6,1126,4059,2934,4060,4099,40,6770.14470327841,-13528.2894065568,-13492.3846748046,6,TRUE
"MSFT","sGARCH_std","tscv",6,1126,4059,2934,4060,4099,40,8289.54485868595,-16569.0897173719,-16539.1691075784,5,TRUE
"MSFT","eGARCH_std","tscv",6,1126,4059,2934,4060,4099,40,8208.84021898793,-16405.6804379759,-16369.7757062237,6,TRUE
"MSFT","gjrGARCH_std","tscv",6,1126,4059,2934,4060,4099,40,8323.47469116101,-16634.949382322,-16599.0446505698,6,TRUE
"MSFT","TGARCH_std","tscv",6,1126,4059,2934,4060,4099,40,8334.81416523536,-16657.6283304707,-16621.7235987185,6,TRUE
"PG","sGARCH_std","tscv",6,1126,4059,2934,4060,4099,40,9509.16591432445,-19008.3318286489,-18978.4112188554,5,TRUE
"PG","eGARCH_std","tscv",6,1126,4059,2934,4060,4099,40,9428.18103882384,-18844.3620776477,-18808.4573458955,6,TRUE
"PG","gjrGARCH_std","tscv",6,1126,4059,2934,4060,4099,40,9525.02771487809,-19038.0554297562,-19002.150698004,6,TRUE
"PG","TGARCH_std","tscv",6,1126,4059,2934,4060,4099,40,9531.26399116933,-19050.5279823387,-19014.6232505864,6,TRUE
"CAT","sGARCH_std","tscv",6,1126,4059,2934,4060,4099,40,7806.66939066402,-15603.338781328,-15573.4181715345,5,TRUE
"CAT","eGARCH_std","tscv",6,1126,4059,2934,4060,4099,40,7709.25656204092,-15406.5131240818,-15370.6083923296,6,TRUE
"CAT","gjrGARCH_std","tscv",6,1126,4059,2934,4060,4099,40,7843.99750656816,-15675.9950131363,-15640.0902813841,6,TRUE
"CAT","TGARCH_std","tscv",6,1126,4059,2934,4060,4099,40,7860.34511571994,-15708.6902314399,-15672.7854996877,6,TRUE
