epoch,train_loss
1,1.8078086972236633
2,1.6052212516466777
3,1.4772863388061523
4,1.45980703830719
5,1.4454320470492046
6,1.4511564373970032
7,1.4425012071927388
8,1.4380945165952046
9,1.4438288807868958
10,1.4423674941062927
11,1.4418363968531291
12,1.4467695156733196
13,1.4477880199750264
14,1.4533063173294067
15,1.4457851648330688
16,1.44330628712972
17,1.4411780039469402
18,1.4440099000930786
19,1.4419565796852112
20,1.4425485134124756
21,1.445523460706075
22,1.4423473676045735
23,1.4404232303301494
24,1.4375603000322978
25,1.4393353462219238
26,1.4447450439135234
27,1.4413795868555705
28,1.4461625218391418
29,1.4448798696200054
30,1.4527031580607097
31,1.4438001712163289
32,1.444484810034434
33,1.441330075263977
34,1.4435404141743977
35,1.443329354127248
36,1.4451449910799663
37,1.447222391764323
38,1.4482397437095642
39,1.4384222030639648
40,1.442305088043213
41,1.4430872400601704
42,1.449552297592163
43,1.445054829120636
44,1.4443281690279643
45,1.4413308103879292
46,1.4449911713600159
47,1.4422126015027363
48,1.4419663945833843
49,1.4386998613675435
50,1.4463301301002502
51,1.4456225037574768
52,1.4504226644833882
53,1.4407696723937988
54,1.438703457514445
55,1.4476449688275654
56,1.443968653678894
57,1.4435584147771199
58,1.4397471348444622
59,1.436068554719289
60,1.4417239626248677
61,1.440309961636861
62,1.43996661901474
63,1.4436225692431133
64,1.445070783297221
65,1.4430730938911438
66,1.443674107392629
67,1.4455975890159607
68,1.4413846333821614
69,1.4436808228492737
70,1.4439201951026917
71,1.4480643073717754
72,1.4435882170995076
73,1.4429576992988586
74,1.4391684929529827
75,1.442385156949361
