epoch,train_loss
1,2.237497607866923
2,1.8144784569740295
3,1.551437755425771
4,1.4488126436869304
5,1.4529321591059368
6,1.4374029437700908
7,1.442711055278778
8,1.4283329844474792
9,1.4441095193227131
10,1.431422233581543
11,1.4329166611035664
12,1.4398934245109558
13,1.4500871300697327
14,1.4377694527308147
15,1.442455271879832
16,1.4328635931015015
17,1.4534409046173096
18,1.4397445718447368
19,1.4337492783864338
20,1.4367958704630535
21,1.4520339767138164
22,1.4360601504643757
23,1.442872146765391
24,1.4454046885172527
25,1.4458081722259521
26,1.4350424806276958
27,1.4443537592887878
28,1.4346532026926677
29,1.4453866680463154
30,1.4374321897824605
31,1.4350967208544414
32,1.4367256164550781
33,1.4299347798029582
34,1.4339181780815125
35,1.4383772214253743
36,1.4321003953615825
37,1.4355873465538025
38,1.4376266996065776
39,1.4314169486363728
40,1.43610546986262
41,1.4389913479487102
42,1.4415364861488342
43,1.432311216990153
44,1.434134046236674
45,1.4369223713874817
46,1.450104256470998
47,1.4382457534472148
48,1.4400861064592998
49,1.446584165096283
50,1.4408273895581563
51,1.4362996419270833
52,1.4503065347671509
53,1.4354336460431416
54,1.4427082935969036
55,1.4374629656473796
56,1.4543466965357463
57,1.4390618006388347
58,1.4881390531857808
59,1.4429993629455566
60,1.4356290896733601
61,1.437313735485077
62,1.4332730571428935
63,1.4528719584147136
64,1.4325762788454692
65,1.430895209312439
66,1.4360824624697368
67,1.4296330213546753
68,1.4373306433359783
69,1.4356884558995564
70,1.4381090799967449
71,1.4354033668835957
72,1.4418049852053325
73,1.437305470307668
74,1.4380565285682678
75,1.43678617477417
